,Date,Hours,Planned,Output
5486,2023-02-13,1200-1300,50,50
5487,2023-02-13,1300-1400,38,38
5488,2023-02-13,2200-2300,38,33
5489,2023-02-13,2300-0000,50,49
5490,2023-02-13,0000-0100,50,50
5491,2023-02-13,0100-0200,33,30
5492,2023-02-13,0200-0300,50,50
5493,2023-02-13,0300-0400,50,46
5494,2023-02-13,0400-0500,50,50
5495,2023-02-13,0500-0600,46,40
5496,2023-02-14,0600-0700,46,30
5497,2023-02-14,0700-0800,50,41
5498,2023-02-14,0800-0900,50,44
5499,2023-02-14,0900-1000,33,21
5500,2023-02-14,1000-1100,50,43
5501,2023-02-14,1100-1200,50,44
5502,2023-02-14,1200-1300,50,38
5503,2023-02-14,1300-1400,46,34
5504,2023-02-14,1400-1500,46,40
5505,2023-02-14,1500-1600,50,50
5506,2023-02-14,1600-1700,50,50
5507,2023-02-14,1700-1800,33,33
5508,2023-02-14,1800-1900,50,50
5509,2023-02-14,1900-2000,50,50
5510,2023-02-14,2000-2100,50,50
5511,2023-02-14,2100-2200,46,29
5512,2023-02-14,2200-2300,46,40
5513,2023-02-14,2300-0000,50,50
5514,2023-02-14,0000-0100,50,50
5515,2023-02-14,0100-0200,33,30
5516,2023-02-14,0200-0300,50,49
5517,2023-02-14,0300-0400,50,50
5518,2023-02-14,0400-0500,50,50
5519,2023-02-14,0500-0600,46,40
5520,2023-02-15,0600-0700,46,30
5521,2023-02-15,0700-0800,50,35
5522,2023-02-15,0800-0900,50,41
5523,2023-02-15,0900-1000,33,27
5524,2023-02-15,1000-1100,42,35
5525,2023-02-15,1100-1200,42,31
5526,2023-02-15,1200-1300,50,34
5527,2023-02-15,1300-1400,46,32
5528,2023-02-15,1400-1500,46,40
5529,2023-02-15,1500-1600,50,50
5530,2023-02-15,1600-1700,50,50
5531,2023-02-15,1700-1800,33,33
5532,2023-02-15,1800-1900,50,42
5533,2023-02-15,1900-2000,50,50
5534,2023-02-15,2000-2100,50,50
5535,2023-02-15,2100-2200,46,43
5536,2023-02-15,2200-2300,46,40
5537,2023-02-15,2300-0000,50,46
5538,2023-02-15,0000-0100,50,48
5539,2023-02-15,0100-0200,33,30
5540,2023-02-16,0200-0300,50,50
5541,2023-02-16,0300-0400,50,42
5542,2023-02-16,0400-0500,50,20
5543,2023-02-16,0500-0600,46,38
5544,2023-02-16,0600-0700,46,22
5545,2023-02-16,0700-0800,50,26
5546,2023-02-16,0800-0900,50,45
5547,2023-02-16,0900-1000,33,30
5548,2023-02-16,1000-1100,50,27
5549,2023-02-16,1100-1200,50,45
5550,2023-02-16,1200-1300,50,33
5551,2023-02-16,1300-1400,46,38
5552,2023-02-16,1400-1500,46,40
5553,2023-02-16,1500-1600,50,45
5554,2023-02-16,1600-1700,50,49
5555,2023-02-16,1700-1800,33,4
5556,2023-02-16,1800-1900,50,50
5557,2023-02-16,1900-2000,50,50
5558,2023-02-16,2000-2100,50,50
5559,2023-02-16,2100-2200,46,46
5560,2023-02-16,2200-2300,46,41
5561,2023-02-16,2300-0000,50,50
5562,2023-02-16,0000-0100,50,48
5563,2023-02-16,0100-0200,33,30
5564,2023-02-16,0200-0300,50,50
5565,2023-02-16,0300-0400,50,50
5566,2023-02-16,0400-0500,50,50
5567,2023-02-16,0500-0600,46,40
5568,2023-02-17,0600-0700,46,21
5569,2023-02-17,0700-0800,50,37
5570,2023-02-17,0800-0900,50,45
5571,2023-02-17,0900-1000,33,30
5572,2023-02-17,1000-1100,50,45
5573,2023-02-17,1100-1200,50,44
5574,2023-02-17,1200-1300,50,23
5575,2023-02-17,1300-1400,46,34
5576,2023-02-17,1400-1500,46,40
5577,2023-02-17,1500-1600,50,50
5578,2023-02-17,1600-1700,50,45
5579,2023-02-17,1700-1800,33,0
5580,2023-02-17,1800-1900,50,0
5581,2023-02-17,1900-2000,50,48
5582,2023-02-17,2000-2100,50,0
5583,2023-02-17,2100-2200,46,28
5584,2023-02-17,1400-1500,46,40
5585,2023-02-17,1500-1600,50,50
5586,2023-02-17,1600-1700,50,45
5587,2023-02-17,1700-1800,33,0
5588,2023-02-17,1800-1900,50,0
5589,2023-02-17,1900-2000,50,48
5590,2023-02-17,2000-2100,50,0
5591,2023-02-17,2100-2200,46,28
5592,2023-02-17,1400-1500,46,40
5593,2023-02-17,1500-1600,50,50
5594,2023-02-17,1600-1700,50,45
5595,2023-02-17,1700-1800,33,0
5596,2023-02-17,1800-1900,50,0
5597,2023-02-17,1900-2000,50,48
5598,2023-02-17,2000-2100,50,0
5599,2023-02-17,2100-2200,46,28
5600,2023-02-17,1400-1500,46,40
5601,2023-02-17,1500-1600,50,50
5602,2023-02-17,1600-1700,50,45
5603,2023-02-17,1700-1800,33,0
5604,2023-02-17,1800-1900,50,0
5605,2023-02-17,1900-2000,50,48
5606,2023-02-17,2000-2100,50,0
5607,2023-02-17,2100-2200,46,28
5608,2023-02-17,1400-1500,46,40
5609,2023-02-17,1500-1600,50,50
5610,2023-02-17,1600-1700,50,45
5611,2023-02-17,1700-1800,33,0
5612,2023-02-17,1800-1900,50,0
5613,2023-02-17,1900-2000,50,48
5614,2023-02-17,2000-2100,50,0
5615,2023-02-17,2100-2200,46,28
5616,2023-02-17,1400-1500,46,40
5617,2023-02-17,1500-1600,50,50
5618,2023-02-17,1600-1700,50,45
5619,2023-02-17,1700-1800,33,0
5620,2023-02-17,1800-1900,50,0
5621,2023-02-17,1900-2000,50,48
5622,2023-02-17,2000-2100,50,0
5623,2023-02-17,2100-2200,46,28
5624,2023-02-17,1400-1500,46,40
5625,2023-02-17,1500-1600,50,50
5626,2023-02-17,1600-1700,50,45
5627,2023-02-17,1700-1800,33,0
5628,2023-02-17,1800-1900,50,0
5629,2023-02-17,1900-2000,50,48
5630,2023-02-17,2000-2100,50,0
5631,2023-02-17,2100-2200,46,28
5632,2023-02-17,1400-1500,46,40
5633,2023-02-17,1500-1600,50,50
5634,2023-02-17,1600-1700,50,45
5635,2023-02-17,1700-1800,33,0
5636,2023-02-17,1800-1900,50,0
5637,2023-02-17,1900-2000,50,48
5638,2023-02-17,2000-2100,50,0
5639,2023-02-17,2100-2200,46,28
5640,2023-02-17,1400-1500,46,40
5641,2023-02-17,1500-1600,50,50
5642,2023-02-17,1600-1700,50,45
5643,2023-02-17,1700-1800,33,0
5644,2023-02-17,1800-1900,50,0
5645,2023-02-17,1900-2000,50,48
5646,2023-02-17,2000-2100,50,0
5647,2023-02-17,2100-2200,46,28
5648,2023-02-17,1400-1500,46,40
5649,2023-02-17,1500-1600,50,50
5650,2023-02-17,1600-1700,50,45
5651,2023-02-17,1700-1800,33,0
5652,2023-02-17,1800-1900,50,0
5653,2023-02-17,1900-2000,50,48
5654,2023-02-17,2000-2100,50,0
5655,2023-02-17,2100-2200,46,28
5656,2023-02-17,1400-1500,46,40
5657,2023-02-17,1500-1600,50,50
5658,2023-02-17,1600-1700,50,45
5659,2023-02-17,1700-1800,33,0
5660,2023-02-17,1800-1900,50,0
5661,2023-02-17,1900-2000,50,48
5662,2023-02-17,2000-2100,50,0
5663,2023-02-17,2100-2200,46,28
5664,2023-02-17,2200-2300,46,38
5665,2023-02-17,2300-0000,50,13
5666,2023-02-17,0000-0100,50,50
5667,2023-02-17,0100-0200,33,30
5668,2023-02-17,0200-0300,37,37
5669,2023-02-17,0300-0400,37,37
5670,2023-02-17,0400-0500,37,37
5671,2023-02-17,0500-0600,34,34
5672,2023-02-20,0600-0700,46,34
5673,2023-02-20,0700-0800,50,50
5674,2023-02-20,0800-0900,50,45
5675,2023-02-20,0900-1000,33,28
5676,2023-02-20,1000-1100,50,38
5677,2023-02-20,1100-1200,50,30
5678,2023-02-20,1200-1300,50,16
5679,2023-02-20,1300-1400,46,36
5680,2023-02-20,1400-1500,34,34
5681,2023-02-20,1500-1600,37,37
5682,2023-02-20,1600-1700,50,50
5683,2023-02-20,1700-1800,24,24
5684,2023-02-20,1800-1900,37,37
5685,2023-02-20,1900-2000,50,35
5686,2023-02-20,2000-2100,50,30
5687,2023-02-20,2100-2200,46,29
5688,2023-02-20,2200-2300,46,23
5689,2023-02-20,2300-0000,50,31
5690,2023-02-20,0000-0100,50,30
5691,2023-02-20,0100-0200,33,20
5692,2023-02-20,0200-0300,50,50
5693,2023-02-20,0300-0400,50,50
5694,2023-02-20,0400-0500,50,27
5695,2023-02-20,0500-0600,46,0
5696,2023-02-21,0600-0700,46,10
5697,2023-02-21,0700-0800,50,14
5698,2023-02-21,0800-0900,50,12
5699,2023-02-21,0900-1000,33,0
5700,2023-02-21,1000-1100,50,24
5701,2023-02-21,1100-1200,50,32
5702,2023-02-21,1200-1300,50,32
5703,2023-02-21,1300-1400,38,24
5704,2023-02-21,1400-1500,38,29
5705,2023-02-21,1500-1600,42,10
5706,2023-02-21,1600-1700,50,0
5707,2023-02-21,1700-1800,33,0
5708,2023-02-21,1800-1900,50,37
5709,2023-02-21,1900-2000,50,46
5710,2023-02-21,2000-2100,42,42
5711,2023-02-21,2100-2200,46,41
5712,2023-02-21,2200-2300,46,38
5713,2023-02-21,2300-0000,50,50
5714,2023-02-21,0000-0100,50,50
5715,2023-02-21,0100-0200,33,30
5716,2023-02-21,0200-0300,50,50
5717,2023-02-21,0300-0400,50,50
5718,2023-02-21,0400-0500,50,37
5719,2023-02-21,0500-0600,46,20
5720,2023-02-22,0600-0700,46,40
5721,2023-02-22,0700-0800,50,50
5722,2023-02-22,0800-0900,50,50
5723,2023-02-22,0900-1000,33,25
5724,2023-02-22,1000-1100,50,50
5725,2023-02-22,1100-1200,50,39
5726,2023-02-22,1200-1300,50,39
5727,2023-02-22,1300-1400,46,42
5728,2023-02-22,1400-1500,46,41
5729,2023-02-22,1500-1600,50,50
5730,2023-02-22,1600-1700,50,50
5731,2023-02-22,1700-1800,33,31
5732,2023-02-22,1800-1900,50,50
5733,2023-02-22,1900-2000,50,50
5734,2023-02-22,2000-2100,50,50
5735,2023-02-22,2100-2200,46,39
5736,2023-02-22,2200-2300,46,39
5737,2023-02-22,2300-0000,50,45
5738,2023-02-22,0000-0100,50,43
5739,2023-02-22,0100-0200,33,25
5740,2023-02-22,0200-0300,50,47
5741,2023-02-22,0300-0400,50,45
5742,2023-02-22,0400-0500,50,47
5743,2023-02-22,0500-0600,46,32
5744,2023-02-23,0600-0700,46,40
5745,2023-02-23,0700-0800,50,50
5746,2023-02-23,0800-0900,50,48
5747,2023-02-23,0900-1000,33,33
5748,2023-02-23,1000-1100,50,50
5749,2023-02-23,1100-1200,50,50
5750,2023-02-23,1200-1300,50,50
5751,2023-02-23,1300-1400,46,39
5752,2023-02-23,1400-1500,46,40
5753,2023-02-23,1500-1600,50,50
5754,2023-02-23,1600-1700,50,50
5755,2023-02-23,1700-1800,33,29
5756,2023-02-23,1800-1900,50,50
5757,2023-02-23,1900-2000,50,50
5758,2023-02-23,2000-2100,50,18
5759,2023-02-23,2100-2200,46,40
5760,2023-02-23,2200-2300,46,40
5761,2023-02-23,2300-0000,50,50
5762,2023-02-23,0000-0100,50,50
5763,2023-02-23,0100-0200,33,18
5764,2023-02-23,0200-0300,50,45
5765,2023-02-23,0300-0400,50,26
5766,2023-02-23,0400-0500,50,5
5767,2023-02-23,0500-0600,46,5
5768,2023-02-24,0600-0700,46,35
5769,2023-02-24,0700-0800,50,35
5770,2023-02-24,0800-0900,50,41
5771,2023-02-24,0900-1000,33,33
5772,2023-02-24,1000-1100,50,13
5773,2023-02-24,1100-1200,50,50
5774,2023-02-24,1200-1300,50,46
5775,2023-02-24,1300-1400,46,34
5776,2023-02-24,1400-1500,46,31
5777,2023-02-24,1500-1600,50,46
5778,2023-02-24,1600-1700,50,47
5779,2023-02-24,1700-1800,33,30
5780,2023-02-24,1800-1900,50,50
5781,2023-02-24,1900-2000,50,50
5782,2023-02-24,2000-2100,50,50
5783,2023-02-24,2100-2200,46,40
5784,2023-02-24,2200-2300,46,38
5785,2023-02-24,2300-0000,50,47
5786,2023-02-24,0000-0100,50,50
5787,2023-02-24,0100-0200,33,30
5788,2023-02-24,0200-0300,50,50
5789,2023-02-24,0300-0400,37,37
5790,2023-02-24,0400-0500,37,37
5791,2023-02-24,0500-0600,34,30
5792,2023-02-27,0600-0700,46,0
5793,2023-02-27,0700-0800,50,0
5794,2023-02-27,0800-0900,50,0
5795,2023-02-27,0900-1000,33,0
5796,2023-02-27,1000-1100,50,0
5797,2023-02-27,1100-1200,50,0
5798,2023-02-27,1200-1300,50,50
5799,2023-02-27,1300-1400,46,40
5800,2023-02-27,1400-1500,46,38
5801,2023-02-27,1500-1600,50,48
5802,2023-02-27,1600-1700,50,50
5803,2023-02-27,1700-1800,33,26
5804,2023-02-27,1800-1900,50,50
5805,2023-02-27,1900-2000,50,50
5806,2023-02-27,2000-2100,50,50
5807,2023-02-27,2100-2200,46,37
5808,2023-02-27,2200-2300,46,40
5809,2023-02-27,2300-0000,50,50
5810,2023-02-27,0000-0100,50,50
5811,2023-02-27,0100-0200,33,33
5812,2023-02-27,0200-0300,50,50
5813,2023-02-27,0300-0400,50,50
5814,2023-02-27,0400-0500,50,50
5815,2023-02-27,0500-0600,46,40
5816,2023-02-28,0600-0700,46,41
5817,2023-02-28,0700-0800,50,50
5818,2023-02-28,0800-0900,50,50
5819,2023-02-28,0900-1000,33,30
5820,2023-02-28,1000-1100,37,37
5821,2023-02-28,1100-1200,37,37
5822,2023-02-28,1200-1300,37,37
5823,2023-02-28,1300-1400,34,34
5824,2023-02-28,1400-1500,46,40
5825,2023-02-28,1500-1600,50,50
5826,2023-02-28,1600-1700,50,50
5827,2023-02-28,1700-1800,33,31
5828,2023-02-28,1800-1900,50,50
5829,2023-02-28,1900-2000,50,50
5830,2023-02-28,2000-2100,50,50
5831,2023-02-28,2100-2200,46,40
5832,2023-02-28,2200-2300,46,38
5833,2023-02-28,2300-0000,50,50
5834,2023-02-28,0000-0100,50,45
5835,2023-02-28,0100-0200,33,33
5836,2023-02-28,0200-0300,50,50
5837,2023-02-28,0300-0400,50,50
5838,2023-02-28,0400-0500,50,50
5839,2023-02-28,0500-0600,46,45
5840,2023-03-01,0600-0700,46,39
5841,2023-03-01,0700-0800,50,50
5842,2023-03-01,0800-0900,50,50
5843,2023-03-01,0900-1000,33,4
5844,2023-03-01,1000-1100,50,0
5845,2023-03-01,1100-1200,50,24
5846,2023-03-01,1200-1300,50,50
5847,2023-03-01,1300-1400,46,40
5848,2023-03-01,1400-1500,46,39
5849,2023-03-01,1500-1600,50,50
5850,2023-03-01,1600-1700,50,34
5851,2023-03-01,1700-1800,33,30
5852,2023-03-01,1800-1900,50,50
5853,2023-03-01,1900-2000,50,50
5854,2023-03-01,2000-2100,50,50
5855,2023-03-01,2100-2200,46,39
5856,2023-03-01,2200-2300,46,38
5857,2023-03-01,2300-0000,50,17
5858,2023-03-01,0000-0100,50,39
5859,2023-03-01,0100-0200,33,24
5860,2023-03-01,0200-0300,50,39
5861,2023-03-01,0300-0400,50,42
5862,2023-03-01,0400-0500,50,42
5863,2023-03-01,0500-0600,46,35
5864,2023-03-02,0600-0700,34,30
5865,2023-03-02,0700-0800,37,37
5866,2023-03-02,0800-0900,37,32
5867,2023-03-02,0900-1000,24,24
5868,2023-03-02,1000-1100,37,34
5869,2023-03-02,1100-1200,37,37
5870,2023-03-02,1200-1300,37,30
5871,2023-03-02,1300-1400,34,34
5872,2023-03-02,1400-1500,46,12
5873,2023-03-02,1500-1600,50,38
5874,2023-03-02,1600-1700,50,10
5875,2023-03-02,1700-1800,33,15
5876,2023-03-02,1800-1900,50,50
5877,2023-03-02,1900-2000,50,50
5878,2023-03-02,2000-2100,50,38
5879,2023-03-02,2100-2200,46,19
5880,2023-03-02,2200-2300,46,15
5881,2023-03-02,2300-0000,50,12
5882,2023-03-02,0000-0100,50,30
5883,2023-03-02,0100-0200,33,8
5884,2023-03-02,0200-0300,50,34
5885,2023-03-02,0300-0400,50,33
5886,2023-03-02,0400-0500,50,36
5887,2023-03-02,0500-0600,46,25
5888,2023-03-03,0600-0700,34,30
5889,2023-03-03,0700-0800,37,35
5890,2023-03-03,0800-0900,37,37
5891,2023-03-03,0900-1000,24,24
5892,2023-03-03,1000-1100,37,37
5893,2023-03-03,1100-1200,37,37
5894,2023-03-03,1200-1300,37,35
5895,2023-03-03,1300-1400,34,34
5896,2023-03-03,0600-0700,46,0
5897,2023-03-03,0700-0800,50,0
5898,2023-03-03,0800-0900,50,0
5899,2023-03-03,0900-1000,33,0
5900,2023-03-03,1000-1100,50,0
5901,2023-03-03,1100-1200,50,0
5902,2023-03-03,1200-1300,50,0
5903,2023-03-03,1300-1400,46,0
5904,2023-03-13,0600-0700,46,6
5905,2023-03-13,0700-0800,50,16
5906,2023-03-13,0800-0900,50,50
5907,2023-03-13,0900-1000,33,33
5908,2023-03-13,1000-1100,50,50
5909,2023-03-13,1100-1200,50,29
5910,2023-03-13,1200-1300,50,50
5911,2023-03-13,1300-1400,46,43
5912,2023-03-13,1400-1500,46,44
5913,2023-03-13,1500-1600,50,44
5914,2023-03-13,1600-1700,50,50
5915,2023-03-13,1700-1800,33,30
5916,2023-03-13,1800-1900,50,50
5917,2023-03-13,1900-2000,50,50
5918,2023-03-13,2000-2100,50,50
5919,2023-03-13,2100-2200,46,40
5920,2023-03-13,2200-2300,46,40
5921,2023-03-13,2300-0000,50,50
5922,2023-03-13,0000-0100,50,48
5923,2023-03-13,0100-0200,33,30
5924,2023-03-13,0200-0300,50,50
5925,2023-03-13,0300-0400,50,49
5926,2023-03-13,0400-0500,50,47
5927,2023-03-13,0500-0600,46,35
5928,2023-03-14,0600-0700,46,40
5929,2023-03-14,0700-0800,50,50
5930,2023-03-14,0800-0900,50,50
5931,2023-03-14,0900-1000,33,33
5932,2023-03-14,1000-1100,50,50
5933,2023-03-14,1100-1200,50,50
5934,2023-03-14,1200-1300,50,40
5935,2023-03-14,1300-1400,46,46
5936,2023-03-14,1400-1500,46,41
5937,2023-03-14,1500-1600,50,50
5938,2023-03-14,1600-1700,50,50
5939,2023-03-14,1700-1800,33,17
5940,2023-03-14,1800-1900,50,30
5941,2023-03-14,1900-2000,50,44
5942,2023-03-14,2000-2100,50,0
5943,2023-03-14,2100-2200,46,20
5944,2023-03-14,2200-2300,46,40
5945,2023-03-14,2300-0000,50,42
5946,2023-03-14,0000-0100,50,40
5947,2023-03-14,0100-0200,33,30
5948,2023-03-14,0200-0300,50,49
5949,2023-03-14,0300-0400,50,50
5950,2023-03-14,0400-0500,50,49
5951,2023-03-14,0500-0600,46,31
5952,2023-03-15,0600-0700,46,40
5953,2023-03-15,0700-0800,50,48
5954,2023-03-15,0800-0900,50,50
5955,2023-03-15,0900-1000,33,33
5956,2023-03-15,1000-1100,50,50
5957,2023-03-15,1100-1200,50,50
5958,2023-03-15,1200-1300,50,50
5959,2023-03-15,1300-1400,46,46
5960,2023-03-15,1400-1500,46,41
5961,2023-03-15,1500-1600,50,50
5962,2023-03-15,1600-1700,50,50
5963,2023-03-15,1700-1800,33,30
5964,2023-03-15,1800-1900,50,50
5965,2023-03-15,1900-2000,50,50
5966,2023-03-15,2000-2100,50,50
5967,2023-03-15,2100-2200,46,40
5968,2023-03-15,2200-2300,46,40
5969,2023-03-15,2300-0000,50,48
5970,2023-03-15,0000-0100,50,47
5971,2023-03-15,0100-0200,33,14
5972,2023-03-15,0200-0300,50,48
5973,2023-03-15,0300-0400,50,50
5974,2023-03-15,0400-0500,50,49
5975,2023-03-16,0500-0600,38,36
5976,2023-03-16,0600-0700,38,34
5977,2023-03-16,0700-0800,42,42
5978,2023-03-16,0800-0900,42,42
5979,2023-03-16,0900-1000,28,28
5980,2023-03-16,1000-1100,50,46
5981,2023-03-16,1100-1200,50,50
5982,2023-03-16,1200-1300,50,50
5983,2023-03-16,1300-1400,46,40
5984,2023-03-16,1400-1500,38,38
5985,2023-03-16,1500-1600,42,42
5986,2023-03-16,1600-1700,42,42
5987,2023-03-16,1700-1800,28,28
5988,2023-03-16,1800-1900,42,42
5989,2023-03-16,1900-2000,50,50
5990,2023-03-16,2000-2100,50,50
5991,2023-03-16,2100-2200,46,40
5992,2023-03-16,2200-2300,46,32
5993,2023-03-16,2300-0000,50,39
5994,2023-03-16,0000-0100,50,41
5995,2023-03-16,0100-0200,33,30
5996,2023-03-16,0200-0300,50,50
5997,2023-03-17,0300-0400,42,42
5998,2023-03-17,0400-0500,42,42
5999,2023-03-17,0500-0600,38,34
6000,2023-03-17,0600-0700,46,40
6001,2023-03-17,0700-0800,42,42
6002,2023-03-17,0800-0900,50,50
6003,2023-03-17,0900-1000,33,33
6004,2023-03-17,1000-1100,50,11
6005,2023-03-17,1100-1200,50,50
6006,2023-03-17,1200-1300,50,45
6007,2023-03-17,1300-1400,46,46
6008,2023-03-17,1400-1500,34,34
6009,2023-03-17,1500-1600,37,37
6010,2023-03-17,1600-1700,37,37
6011,2023-03-17,1700-1800,24,24
6012,2023-03-17,1800-1900,37,37
6013,2023-03-17,1900-2000,37,37
6014,2023-03-17,2000-2100,31,31
6015,2023-03-17,2100-2200,28,21
6016,2023-03-17,2200-2300,46,37
6017,2023-03-17,2300-0000,50,50
6018,2023-03-17,0000-0100,50,50
6019,2023-03-17,0100-0200,33,30
6020,2023-03-17,0200-0300,50,50
6021,2023-03-17,0300-0400,50,50
6022,2023-03-17,0400-0500,50,50
6023,2023-03-17,0500-0600,46,30
6024,2023-03-20,0600-0700,46,0
6025,2023-03-20,0700-0800,50,31
6026,2023-03-20,0800-0900,50,44
6027,2023-03-20,0900-1000,33,30
6028,2023-03-20,1000-1100,50,50
6029,2023-03-20,1100-1200,50,50
6030,2023-03-20,1200-1300,50,50
6031,2023-03-20,1300-1400,46,40
6032,2023-03-20,1400-1500,46,40
6033,2023-03-20,1500-1600,50,50
6034,2023-03-20,1600-1700,50,50
6035,2023-03-20,1700-1800,33,30
6036,2023-03-20,1800-1900,50,50
6037,2023-03-20,1900-2000,50,49
6038,2023-03-20,2000-2100,50,50
6039,2023-03-20,2100-2200,46,40
6040,2023-03-20,2200-2300,46,40
6041,2023-03-20,2300-0000,50,50
6042,2023-03-20,0000-0100,50,50
6043,2023-03-20,0100-0200,33,33
6044,2023-03-20,0200-0300,50,50
6045,2023-03-20,0300-0400,50,50
6046,2023-03-20,0400-0500,50,50
6047,2023-03-20,0500-0600,46,46
6048,2023-03-21,0600-0700,46,37
6049,2023-03-21,0700-0800,50,47
6050,2023-03-21,0800-0900,50,50
6051,2023-03-21,0900-1000,33,23
6052,2023-03-21,1000-1100,50,50
6053,2023-03-21,1100-1200,50,50
6054,2023-03-21,1200-1300,50,47
6055,2023-03-21,1300-1400,46,37
6056,2023-03-21,1400-1500,46,42
6057,2023-03-21,1500-1600,50,50
6058,2023-03-21,1600-1700,50,50
6059,2023-03-21,1700-1800,33,28
6060,2023-03-21,1800-1900,50,50
6061,2023-03-21,1900-2000,50,50
6062,2023-03-21,2000-2100,50,50
6063,2023-03-21,2100-2200,46,40
6064,2023-03-21,2200-2300,46,40
6065,2023-03-21,2300-0000,50,50
6066,2023-03-21,0000-0100,50,50
6067,2023-03-21,0100-0200,33,27
6068,2023-03-21,0200-0300,50,47
6069,2023-03-21,0300-0400,50,42
6070,2023-03-21,0400-0500,50,50
6071,2023-03-21,0500-0600,46,37
6072,2023-03-22,0600-0700,46,40
6073,2023-03-22,0700-0800,50,50
6074,2023-03-22,0800-0900,50,50
6075,2023-03-22,0900-1000,33,27
6076,2023-03-22,1000-1100,50,47
6077,2023-03-22,1100-1200,50,46
6078,2023-03-22,1200-1300,50,49
6079,2023-03-22,1300-1400,46,36
6080,2023-03-22,1400-1500,46,38
6081,2023-03-22,1500-1600,50,43
6082,2023-03-22,1600-1700,50,49
6083,2023-03-22,1700-1800,33,30
6084,2023-03-22,1800-1900,50,39
6085,2023-03-22,1900-2000,50,43
6086,2023-03-22,2000-2100,50,50
6087,2023-03-22,2100-2200,46,36
6088,2023-03-22,2200-2300,38,26
6089,2023-03-22,2300-0000,42,30
6090,2023-03-23,0000-0100,50,42
6091,2023-03-22,0100-0200,33,30
6092,2023-03-22,0200-0300,50,50
6093,2023-03-22,0300-0400,50,50
6094,2023-03-22,0400-0500,50,50
6095,2023-03-22,0500-0600,46,44
6096,2023-03-23,0600-0700,46,35
6097,2023-03-23,0700-0800,50,49
6098,2023-03-23,0800-0900,50,48
6099,2023-03-23,0900-1000,33,28
6100,2023-03-23,1000-1100,50,40
6101,2023-03-23,1100-1200,50,46
6102,2023-03-23,1200-1300,50,50
6103,2023-03-23,1300-1400,46,33
6104,2023-03-23,1400-1500,46,31
6105,2023-03-23,1500-1600,50,43
6106,2023-03-23,1600-1700,50,44
6107,2023-03-23,1700-1800,33,29
6108,2023-03-23,1800-1900,50,48
6109,2023-03-23,1900-2000,50,47
6110,2023-03-23,2000-2100,50,48
6111,2023-03-23,2100-2200,46,37
6112,2023-03-23,0600-0700,46,31
6113,2023-03-23,0700-0800,50,50
6114,2023-03-23,0800-0900,50,50
6115,2023-03-23,0900-1000,33,30
6116,2023-03-23,1000-1100,50,50
6117,2023-03-23,1100-1200,50,50
6118,2023-03-23,1200-1300,50,50
6119,2023-03-23,1300-1400,46,35
6120,2023-03-27,0600-0700,46,40
6121,2023-03-27,0700-0800,50,50
6122,2023-03-27,0800-0900,50,50
6123,2023-03-27,0900-1000,33,33
6124,2023-03-27,1000-1100,50,47
6125,2023-03-27,1100-1200,50,50
6126,2023-03-27,1200-1300,50,50
6127,2023-03-27,1300-1400,46,40
6128,2023-03-27,2200-2300,46,40
6129,2023-03-27,2300-0000,50,50
6130,2023-03-27,0000-0100,50,50
6131,2023-03-27,0100-0200,33,30
6132,2023-03-27,0200-0300,50,50
6133,2023-03-27,0300-0400,50,50
6134,2023-03-27,0400-0500,50,50
6135,2023-03-27,0500-0600,46,39
6136,2023-03-28,0600-0700,46,30
6137,2023-03-28,0700-0800,50,44
6138,2023-03-28,0800-0900,50,33
6139,2023-03-28,0900-1000,33,29
6140,2023-03-28,1000-1100,50,44
6141,2023-03-28,1100-1200,50,30
6142,2023-03-28,1200-1300,50,47
6143,2023-03-28,1300-1400,46,35
6144,2023-03-28,1400-1500,46,40
6145,2023-03-28,1500-1600,50,48
6146,2023-03-28,1600-1700,50,26
6147,2023-03-28,1700-1800,33,0
6148,2023-03-28,1800-1900,50,0
6149,2023-03-28,1900-2000,50,0
6150,2023-03-28,2000-2100,50,13
6151,2023-03-28,2100-2200,46,31
6152,2023-03-28,2200-2300,46,40
6153,2023-03-28,2300-0000,50,50
6154,2023-03-28,0000-0100,50,50
6155,2023-03-28,0100-0200,33,30
6156,2023-03-28,0200-0300,50,50
6157,2023-03-28,0300-0400,50,50
6158,2023-03-28,0400-0500,50,50
6159,2023-03-28,0500-0600,46,40
6160,2023-03-29,0600-0700,34,33
6161,2023-03-29,0700-0800,50,44
6162,2023-03-29,0800-0900,50,44
6163,2023-03-29,0900-1000,33,30
6164,2023-03-29,1000-1100,50,47
6165,2023-03-29,1100-1200,50,45
6166,2023-03-29,1200-1300,50,45
6167,2023-03-29,1300-1400,46,37
6168,2023-03-29,1400-1500,46,40
6169,2023-03-29,1500-1600,50,50
6170,2023-03-29,1600-1700,50,50
6171,2023-03-29,1700-1800,33,33
6172,2023-03-29,1800-1900,50,50
6173,2023-03-29,1900-2000,50,50
6174,2023-03-29,2000-2100,50,50
6175,2023-03-29,2100-2200,46,41
6176,2023-03-29,2200-2300,46,40
6177,2023-03-30,2300-0000,50,50
6178,2023-03-29,0000-0100,50,48
6179,2023-03-29,0100-0200,33,30
6180,2023-03-30,0200-0300,50,36
6181,2023-03-30,0300-0400,50,30
6182,2023-03-30,0400-0500,50,34
6183,2023-03-29,0500-0600,46,40
6184,2023-03-30,0600-0700,46,2
